congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,name_id
"Tucker, Henry St. George",Representative,Republican,VA,1780,1848,14,Henry St. George Tucker,T000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000398,TH0069
"Thomas, Isaac",Representative,Republican,TN,1784,1859,14,Isaac Thomas,T000169,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000169,TI0031
"Taylor, John",Representative,Republican,SC,NA,NA,14,John Taylor,T000084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000084,TJ0290
"Tyler, John",Representative,Democratic Republican,VA,1790,1862,14,John Tyler,T000450,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000450,TJ0682
"Taul, Micah",Representative,Republican,KY,1785,1850,14,Micah Taul,T000054,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000054,TM0010
"Tate, Magnus",Representative,Federalist,VA,1760,1823,14,Magnus Tate,T000047,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000047,TM0041
"Taylor, Waller",Senator,Democratic Republican,IN,1786,1826,14,Waller Taylor,T000102,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000102,TW0011
"Wilson, James Jefferson",Senator,Democratic Republican,NJ,1775,1824,14,James Jefferson Wilson,W000595,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000595,WJ0372
"Ward, Jonathan",Representative,Republican,NY,1768,1842,14,Jonathan Ward,W000136,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000136,WJ0457
"Wilkin, James Whitney",Representative,Republican,NY,1762,1845,14,James Whitney Wilkin,W000472,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000472,WJ0459
"Woods, John",Representative,Federalist,PA,1761,1816,14,John Woods,W000725,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000725,WJ0599
"Whiteside, John",Representative,Republican,PA,1773,1830,14,John Whiteside,W000412,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000412,WJ0716
"Williams, Jonathan",Representative,NA,PA,1750,1815,14,Jonathan Williams,W000523,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000523,WJ0804
"Wallace, James M.",Representative,Republican,PA,1750,1823,14,James M. Wallace,W000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000078,WJ0814
"Williams, John",Senator,Democratic Republican,TN,1778,1837,14,John Williams,W000516,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000516,WJ0959
"Williams, Lewis",Representative,Republican,NC,1782,1842,14,Lewis Williams,W000527,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000527,WL0047
"Wendover, Peter Hercules",Representative,Republican,NY,1768,1834,14,Peter Hercules Wendover,W000293,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000293,WP0078
"Wilde, Richard Henry",Representative,Republican,GA,1789,1847,14,Richard Henry Wilde,W000460,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000460,WR0013
"Wilson, William",Representative,Republican,PA,NA,NA,14,William Wilson,W000618,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000618,WW0103
"Willoughby, Westel, Jr.",Representative,Republican,NY,1769,1844,14,Westel Willoughby,W000565,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000565,WW0164
"Woodward, William",Representative,Republican,SC,NA,NA,14,William Woodward,W000733,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000733,WW0367
"Yates, John Barentse",Representative,Republican,NY,1784,1836,14,John Barentse Yates,Y000009,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000009,YJ0021
"Austin, Archibald",Representative,Republican,VA,1772,1837,15,Archibald Austin,A000340,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000340,AA0107
"Allen, Heman (Of Colchester)",Representative,Republican,VT,1779,1852,15,Heman (Of Colchester) Allen,A000122,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000122,AH0032
"Abbot, Joel",Representative,Republican,GA,1776,1826,15,Joel Abbot,A000003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000003,AJ0029
"Anderson, Richard Clough, Jr.",Representative,Republican,KY,1788,1826,15,Richard Clough Anderson,A000230,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000230,AR0003
"Allen, Samuel Clesson",Representative,Federalist,MA,1772,1842,15,Samuel Clesson Allen,A000146,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000146,AS0024
"Boden, Andrew",Representative,Republican,PA,NA,1835,15,Andrew Boden,B000583,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000583,BA0228
"Baldwin, Henry",Representative,Republican,PA,1780,1844,15,Henry Baldwin,B000087,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000087,BH0142
"Butler, Josiah",Representative,Republican,NH,1779,1854,15,Josiah Butler,B001181,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001181,BJ0582
"Bloomfield, Joseph",Representative,Republican,NJ,1753,1823,15,Joseph Bloomfield,B000566,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000566,BJ0589
"Burrill, James, Jr.",Senator,Federalist,RI,1772,1820,15,James Burrill,B001137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001137,BJ1312
"Bellinger, Joseph",Representative,Republican,SC,1773,1830,15,Joseph Bellinger,B000350,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000350,BJ1384
"Barber, Levi",Representative,Republican,OH,1777,1833,15,Levi Barber,B000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000124,BL0052
"Beecher, Philemon",Representative,Federalist,OH,1775,1839,15,Philemon Beecher,B000306,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000306,BP0045
"Butler, Thomas",Representative,Republican,LA,1785,1847,15,Thomas Butler,B001190,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001190,BT0030
"Bayly, Thomas",Representative,Federalist,MD,1775,1829,15,Thomas Bayly,B000258,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000258,BT0056
"Ball, William Lee",Representative,Republican,VA,1781,1824,15,William Lee Ball,B000103,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000103,BW0447
"Cruger, Daniel",Representative,Republican,NY,1780,1843,15,Daniel Cruger,C000954,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000954,CD0115
"Colston, Edward",Representative,Federalist,VA,1786,1852,15,Edward Colston,C000650,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000650,CE0182
"Crawford, Joel",Representative,Republican,GA,1783,1858,15,Joel Crawford,C000891,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000891,CJ0122
"Crittenden, John Jordan",Senator,Democratic Republican,KY,1786,1863,15,John Jordan Crittenden,C000912,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000912,CJ0170
"Cushman, John Paine",Representative,Federalist,NY,1784,1848,15,John Paine Cushman,C001019,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001019,CJ0520
"Campbell, John Wilson",Representative,Republican,OH,1782,1833,15,John Wilson Campbell,C000095,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000095,CJ0622
"Crafts, Samuel Chandler",Representative,NA,VT,1768,1853,15,Samuel Chandler Crafts,C000851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000851,CS0219
"Cobb, Thomas Willis",Representative,Republican,GA,1784,1830,15,Thomas Willis Cobb,C000553,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000553,CT0041
"Culbreth, Thomas",Representative,Republican,MD,1786,1843,15,Thomas Culbreth,C000967,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000967,CT0095
"Claiborne, Thomas",Representative,Republican,TN,1780,1856,15,Thomas Claiborne,C000407,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000407,CT0241
"Darlington, Isaac",Representative,Federalist,PA,1781,1839,15,Isaac Darlington,D000057,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000057,DI0059
"Drake, John Reuben",Representative,Republican,NY,1782,1857,15,John Reuben Drake,D000485,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000485,DJ0329
"Dickerson, Mahlon",Senator,Democratic Republican,NJ,1770,1853,15,Mahlon Dickerson,D000308,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000308,DM0030
"Davidson, William",Representative,Federalist,NC,1778,1857,15,William Davidson,D000087,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000087,DW0128
"Ellicott, Benjamin",Representative,Republican,NY,1765,1827,15,Benjamin Ellicott,E000118,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000118,EB0013
"Ervin, James",Representative,Republican,SC,1778,1841,15,James Ervin,E000209,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000209,EJ0276
"Eaton, John Henry",Senator,Democratic Republican,TN,1790,1856,15,John Henry Eaton,E000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000024,EJ0290
"Edwards, Ninian",Senator,Democratic Republican,IL,1775,1833,15,Ninian Edwards,E000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000078,EN0002
"Fisher, Charles",Representative,Republican,NC,1789,1849,15,Charles Fisher,F000144,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000144,FC0020
"Floyd, John",Representative,Republican,VA,1783,1837,15,John Floyd,F000221,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000221,FJ0482
"Fuller, Timothy",Representative,Republican,MA,1778,1835,15,Timothy Fuller,F000413,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000413,FT0028
"Folger, Walter, Jr.",Representative,Republican,MA,1765,1849,15,Walter Folger,F000242,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000242,FW0026
"Gage, Joshua",Representative,Republican,MA,1763,1831,15,Joshua Gage,G000003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000003,GJ0005
"Garnett, Robert Selden",Representative,Republican,VA,1789,1840,15,Robert Selden Garnett,G000077,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000077,GR0131
"Gilbert, Sylvester",Representative,Republican,CT,1755,1846,15,Sylvester Gilbert,G000178,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000178,GS0003
"Holmes, John",Representative,NA,MA,1773,1843,15,John Holmes,H000739,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000739,HJ0336
"Herkimer, John",Representative,Republican,NY,1773,1848,15,John Herkimer,H000529,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000529,HJ0524
"Hostetter, Jacob",Representative,Republican,PA,1754,1831,15,Jacob Hostetter,H000806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000806,HJ0778
"Hitchcock, Peter",Representative,Republican,OH,1781,1853,15,Peter Hitchcock,H000647,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000647,HP0039
"Hale, Salma",Representative,Republican,NH,1787,1866,15,Salma Hale,H000038,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000038,HS0111
"Herrick, Samuel",Representative,Republican,OH,1779,1852,15,Samuel Herrick,H000542,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000542,HS0176
"Hogg, Samuel",Representative,Republican,TN,1783,1842,15,Samuel Hogg,H000705,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000705,HS0246
"Hall, Thomas H.",Representative,Republican,NC,1773,1853,15,Thomas H. Hall,H000072,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000072,HT0135
"Hubbard, Thomas Hill",Representative,Republican,NY,1781,1857,15,Thomas Hill Hubbard,H000890,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000890,HtT0120
"Holmes, Uriel",Representative,Federalist,CT,1764,1827,15,Uriel Holmes,H000743,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000743,HU0000
"Hall, Willard",Representative,Republican,DE,1780,1875,15,Willard Hall,H000076,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000076,HW0048
"Hunter, William",Representative,Republican,VT,1754,1827,15,William Hunter,H000990,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000990,HW0407
"Jones, Francis",Representative,Republican,TN,NA,NA,15,Francis Jones,J000218,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000218,JF0010
"Johnson, Henry",Senator,Democratic Republican,LA,1783,1864,15,Henry Johnson,J000137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000137,JH0003
"Kinsey, Charles",Representative,Republican,NJ,1773,1849,15,Charles Kinsey,K000227,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000227,KC0008
"Kirtland, Dorrance",Representative,Republican,NY,1770,1840,15,Dorrance Kirtland,K000243,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000243,KD0038
"Livermore, Arthur",Representative,Republican,NH,1766,1853,15,Arthur Livermore,L000362,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000362,LA0074
"Lincoln, Enoch",Representative,Republican,MA,1788,1829,15,Enoch Lincoln,L000314,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000314,LE0006
"Linn, John",Representative,Republican,NJ,1763,1821,15,John Linn,L000337,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000337,LJ0197
"Lawyer, Thomas",Representative,Republican,NY,1785,1868,15,Thomas Lawyer,L000147,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000147,LT0064
"Lewis, William J.",Representative,Republican,VA,1766,1828,15,William J. Lewis,L000297,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000297,LW0266
"Leake, Walter",Senator,Democratic Republican,MS,1762,1825,15,Walter Leake,L000177,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000177,LW0267
"Mcmillan, Alexander",Representative,Federalist,NC,NA,1817,15,Alexander Mcmillan,M000564,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000564,MA0167
"Mercer, Charles Fenton",Representative,Federalist,VA,1778,1858,15,Charles Fenton Mercer,M000642,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000642,MC0088
"Morril, David Lawrence",Senator,Democratic Republican,NH,1772,1849,15,David Lawrence Morril,M000966,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000966,MD0059
"Marchand, David",Representative,Republican,PA,1776,1832,15,David Marchand,M000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000124,MD0234
"Mumford, George",Representative,Republican,NC,NA,1818,15,George Mumford,M001075,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001075,MG0056
"Marr, George Washington Lent",Representative,Republican,TN,1779,1856,15,George Washington Lent Marr,M000142,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000142,MG0138
"Mclean, John",Representative,Crawford Republican,IL,1791,1830,15,John Mclean,M000550,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000550,MJ0101
"Murray, John",Representative,Republican,PA,1768,1834,15,John Murray,M001109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001109,MJ0979
"Mclane, Louis",Representative,NA,DE,1786,1857,15,Louis Mclane,M000535,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000535,ML0002
"Morton, Marcus",Representative,Republican,MA,1784,1864,15,Marcus Morton,M001019,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001019,MM0019
"Merrill, Orsamus Cook",Representative,Republican,VT,1775,1865,15,Orsamus Cook Merrill,M000657,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000657,MO0010
"Mellen, Prentiss",Senator,Federalist,MA,1764,1840,15,Prentiss Mellen,M000636,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000636,MP0060
"Moore, Robert",Representative,Republican,PA,1778,1831,15,Robert Moore,M000913,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000913,MR0144
"Moore, Samuel",Representative,Republican,PA,1774,1861,15,Samuel Moore,M000916,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000916,MS0176
"Nesbitt, Wilson",Representative,Republican,SC,NA,1861,15,Wilson Nesbitt,N000049,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000049,NW0033
"Ogle, Alexander",Representative,Republican,PA,1766,1832,15,Alexander Ogle,O000045,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000045,OA0054
"Orr, Benjamin",Representative,Federalist,MA,1772,1828,15,Benjamin Orr,O000102,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000102,OB0009
"Ogden, David A.",Representative,Federalist,NY,1770,1829,15,David A. Ogden,O000043,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000043,OD0006
"Owen, James",Representative,Republican,NC,1784,1865,15,James Owen,O000151,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000151,OJ0091
"Poindexter, George",Representative,NA,MS,1779,1853,15,George Poindexter,P000402,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000402,PG0042
"Parrott, John Fabyan",Representative,NA,NH,1767,1836,15,John Fabyan Parrott,P000084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000084,PJ0260
"Porter, James",Representative,Republican,NY,1787,1839,15,James Porter,P000442,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000442,PJ0315
"Palmer, John",Representative,Republican,NY,1785,1840,15,John Palmer,P000041,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000041,PJ0320
"Pegram, John",Representative,Republican,VA,1773,1831,15,John Pegram,P000189,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000189,PJ0765
"Pindall, James",Representative,Federalist,VA,1783,1825,15,James Pindall,P000358,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000358,PJ0769
"Pawling, Levi",Representative,Federalist,PA,1773,1845,15,Levi Pawling,P000147,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000147,PL0018
"Patterson, Thomas",Representative,Republican,PA,1764,1841,15,Thomas Patterson,P000128,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000128,PT0153
"Palmer, William Adams",Senator,Democratic Republican,VT,1781,1860,15,William Adams Palmer,P000045,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000045,PW0142
"Quarles, Tunstall",Representative,Republican,KY,1770,1855,15,Tunstall Quarles,Q000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Q000005,QT0001
"Robertson, George",Representative,Republican,KY,1790,1874,15,George Robertson,R000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000322,RG0015
"Richards, Mark",Representative,Republican,VT,1760,1844,15,Mark Richards,R000217,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000217,RM0096
